"product_id","qty"
"FUR-CH-10000513",5
"FUR-CH-10000513",3
"FUR-CH-10000513",3
"FUR-CH-10000513",3
"FUR-CH-10000513",2
"FUR-CH-10000513",2
"FUR-CH-10000513",2
"FUR-CH-10000553",14
"FUR-CH-10000553",4
"FUR-CH-10000553",2
"FUR-CH-10000553",2
"FUR-CH-10000553",1
"FUR-CH-10000595",9
"FUR-CH-10000595",4
"FUR-CH-10000595",3
"FUR-CH-10000595",3
"FUR-CH-10000595",3
"FUR-CH-10000595",2
"FUR-CH-10000595",2
"FUR-CH-10000595",1
"FUR-CH-10000665",5
"FUR-CH-10000665",5
"FUR-CH-10000665",5
"FUR-CH-10000665",4
"FUR-CH-10000665",4
"FUR-CH-10000665",3
"FUR-CH-10000665",2
"FUR-CH-10000665",2
"FUR-CH-10000665",2
"FUR-CH-10000749",9
"FUR-CH-10000749",4
"FUR-CH-10000785",7
"FUR-CH-10000785",6
"FUR-CH-10000785",6
"FUR-CH-10000785",4
"FUR-CH-10000785",3
"FUR-CH-10000785",3
"FUR-CH-10000785",3
"FUR-CH-10000785",3
"FUR-CH-10000785",2
"FUR-CH-10000785",1
"FUR-CH-10000785",1
"FUR-CH-10000847",5
"FUR-CH-10000847",3
"FUR-CH-10000847",3
"FUR-CH-10000847",3
"FUR-CH-10000847",3
"FUR-CH-10000847",1
"FUR-CH-10000863",6
"FUR-CH-10000863",5
"FUR-CH-10000863",5
"FUR-CH-10000863",3
"FUR-CH-10000863",2
"FUR-CH-10000863",2
"FUR-CH-10000863",1
"FUR-CH-10000863",1
"FUR-CH-10000988",10
"FUR-CH-10000988",9
"FUR-CH-10000988",7
"FUR-CH-10000988",5
"FUR-CH-10000988",5
"FUR-CH-10000988",2
"FUR-CH-10000988",2
"FUR-CH-10000988",2
"FUR-CH-10000988",1
"FUR-CH-10000988",1
"FUR-CH-10001146",7
"FUR-CH-10001146",6
"FUR-CH-10001146",5
"FUR-CH-10001146",5
"FUR-CH-10001146",4
"FUR-CH-10001146",4
"FUR-CH-10001146",3
"FUR-CH-10001146",3
"FUR-CH-10001146",3
"FUR-CH-10001146",2
"FUR-CH-10001146",2
"FUR-CH-10001146",2
"FUR-CH-10001146",2
"FUR-CH-10001146",2
"FUR-CH-10001146",1
"FUR-CH-10001190",4
"FUR-CH-10001190",4
"FUR-CH-10001190",2
"FUR-CH-10001215",6
"FUR-CH-10001215",5
"FUR-CH-10001215",5
"FUR-CH-10001215",4
"FUR-CH-10001215",4
"FUR-CH-10001215",2
"FUR-CH-10001215",2
"FUR-CH-10001215",2
"FUR-CH-10001215",2
"FUR-CH-10001270",7
"FUR-CH-10001270",6
"FUR-CH-10001270",6
"FUR-CH-10001270",4
"FUR-CH-10001270",3
"FUR-CH-10001270",3
"FUR-CH-10001270",3
"FUR-CH-10001270",2
"FUR-CH-10001394",6
"FUR-CH-10001394",5
"FUR-CH-10001394",3
"FUR-CH-10001394",2
"FUR-CH-10001394",2
"FUR-CH-10001394",2
"FUR-CH-10001394",1
"FUR-CH-10001482",5
"FUR-CH-10001482",3
"FUR-CH-10001482",3
"FUR-CH-10001482",3
"FUR-CH-10001482",3
"FUR-CH-10001482",2
"FUR-CH-10001482",1
"FUR-CH-10001545",7
"FUR-CH-10001545",3
"FUR-CH-10001545",3
"FUR-CH-10001545",2
"FUR-CH-10001545",2
"FUR-CH-10001545",1
"FUR-CH-10001708",9
"FUR-CH-10001708",9
"FUR-CH-10001708",5
"FUR-CH-10001708",3
"FUR-CH-10001708",2
"FUR-CH-10001708",2
"FUR-CH-10001708",2
"FUR-CH-10001714",5
"FUR-CH-10001714",3
"FUR-CH-10001714",2
"FUR-CH-10001714",2
"FUR-CH-10001714",1
"FUR-CH-10001797",13
"FUR-CH-10001797",7
"FUR-CH-10001797",4
"FUR-CH-10001797",2
"FUR-CH-10001802",4
"FUR-CH-10001802",3
"FUR-CH-10001802",3
"FUR-CH-10001854",8
"FUR-CH-10001854",5
"FUR-CH-10001854",5
"FUR-CH-10001854",3
"FUR-CH-10001854",2
"FUR-CH-10001854",2
"FUR-CH-10001854",2
"FUR-CH-10001854",1
"FUR-CH-10001891",4
"FUR-CH-10001891",3
"FUR-CH-10001891",3
"FUR-CH-10001891",3
"FUR-CH-10001891",2
"FUR-CH-10001891",2
"FUR-CH-10001973",6
"FUR-CH-10001973",5
"FUR-CH-10001973",3
"FUR-CH-10001973",2
"FUR-CH-10001973",2
"FUR-CH-10001973",2
"FUR-CH-10001973",1
"FUR-CH-10002017",4
"FUR-CH-10002017",3
"FUR-CH-10002017",2
"FUR-CH-10002017",2
"FUR-CH-10002017",1
"FUR-CH-10002024",9
"FUR-CH-10002024",6
"FUR-CH-10002024",5
"FUR-CH-10002024",5
"FUR-CH-10002024",5
"FUR-CH-10002024",5
"FUR-CH-10002024",2
"FUR-CH-10002024",2
"FUR-CH-10002044",4
"FUR-CH-10002044",3
"FUR-CH-10002073",11
"FUR-CH-10002073",5
"FUR-CH-10002073",4
"FUR-CH-10002073",2
"FUR-CH-10002084",7
"FUR-CH-10002084",6
"FUR-CH-10002084",4
"FUR-CH-10002084",3
"FUR-CH-10002084",3
"FUR-CH-10002126",6
"FUR-CH-10002126",5
"FUR-CH-10002126",3
"FUR-CH-10002126",1
"FUR-CH-10002304",14
"FUR-CH-10002304",9
"FUR-CH-10002304",7
"FUR-CH-10002304",6
"FUR-CH-10002304",4
"FUR-CH-10002304",2
"FUR-CH-10002304",2
"FUR-CH-10002317",1
"FUR-CH-10002320",8
"FUR-CH-10002320",8
"FUR-CH-10002320",5
"FUR-CH-10002320",1
"FUR-CH-10002331",8
"FUR-CH-10002331",5
"FUR-CH-10002331",3
"FUR-CH-10002331",3
"FUR-CH-10002331",3
"FUR-CH-10002331",2
"FUR-CH-10002335",7
"FUR-CH-10002335",5
"FUR-CH-10002335",5
"FUR-CH-10002335",4
"FUR-CH-10002335",3
"FUR-CH-10002335",3
"FUR-CH-10002335",3
"FUR-CH-10002335",2
"FUR-CH-10002335",2
"FUR-CH-10002372",5
"FUR-CH-10002372",4
"FUR-CH-10002372",3
"FUR-CH-10002372",2
"FUR-CH-10002372",2
"FUR-CH-10002372",2
"FUR-CH-10002372",1
"FUR-CH-10002439",7
"FUR-CH-10002439",6
"FUR-CH-10002439",5
"FUR-CH-10002439",5
"FUR-CH-10002439",4
"FUR-CH-10002439",4
"FUR-CH-10002602",8
"FUR-CH-10002602",5
"FUR-CH-10002602",5
"FUR-CH-10002602",3
"FUR-CH-10002602",3
"FUR-CH-10002602",3
"FUR-CH-10002602",3
"FUR-CH-10002602",2
"FUR-CH-10002602",2
"FUR-CH-10002602",2
"FUR-CH-10002602",1
"FUR-CH-10002647",12
"FUR-CH-10002647",7
"FUR-CH-10002647",7
"FUR-CH-10002647",5
"FUR-CH-10002647",5
"FUR-CH-10002647",5
"FUR-CH-10002647",4
"FUR-CH-10002647",4
"FUR-CH-10002647",3
"FUR-CH-10002647",3
"FUR-CH-10002647",2
"FUR-CH-10002647",2
"FUR-CH-10002647",2
"FUR-CH-10002647",2
"FUR-CH-10002647",1
"FUR-CH-10002758",4
"FUR-CH-10002758",3
"FUR-CH-10002774",5
"FUR-CH-10002774",3
"FUR-CH-10002774",3
"FUR-CH-10002774",3
"FUR-CH-10002774",2
"FUR-CH-10002774",2
"FUR-CH-10002774",1
"FUR-CH-10002780",6
"FUR-CH-10002780",2
"FUR-CH-10002880",9
"FUR-CH-10002880",9
"FUR-CH-10002880",7
"FUR-CH-10002880",4
"FUR-CH-10002880",4
"FUR-CH-10002880",4
"FUR-CH-10002880",3
"FUR-CH-10002880",3
"FUR-CH-10002880",2
"FUR-CH-10002880",2
"FUR-CH-10002880",2
"FUR-CH-10002880",2
"FUR-CH-10002880",2
"FUR-CH-10002880",1
"FUR-CH-10002961",7
"FUR-CH-10002961",5
"FUR-CH-10002961",3
"FUR-CH-10002961",2
"FUR-CH-10002961",1
"FUR-CH-10002961",1
"FUR-CH-10002965",7
"FUR-CH-10002965",6
"FUR-CH-10002965",6
"FUR-CH-10002965",4
"FUR-CH-10002965",3
"FUR-CH-10002965",3
"FUR-CH-10002965",2
"FUR-CH-10002965",2
"FUR-CH-10002965",2
"FUR-CH-10002965",2
"FUR-CH-10002965",2
"FUR-CH-10003061",4
"FUR-CH-10003061",3
"FUR-CH-10003061",3
"FUR-CH-10003061",3
"FUR-CH-10003061",3
"FUR-CH-10003061",1
"FUR-CH-10003061",1
"FUR-CH-10003061",1
"FUR-CH-10003199",6
"FUR-CH-10003199",4
"FUR-CH-10003199",3
"FUR-CH-10003199",3
"FUR-CH-10003199",2
"FUR-CH-10003199",2
"FUR-CH-10003298",5
"FUR-CH-10003298",5
"FUR-CH-10003298",5
"FUR-CH-10003298",5
"FUR-CH-10003298",4
"FUR-CH-10003298",4
"FUR-CH-10003298",4
"FUR-CH-10003298",2
"FUR-CH-10003298",1
"FUR-CH-10003312",6
"FUR-CH-10003312",5
"FUR-CH-10003312",4
"FUR-CH-10003312",4
"FUR-CH-10003312",3
"FUR-CH-10003312",2
"FUR-CH-10003379",5
"FUR-CH-10003379",5
"FUR-CH-10003379",4
"FUR-CH-10003379",4
"FUR-CH-10003379",4
"FUR-CH-10003379",3
"FUR-CH-10003379",3
"FUR-CH-10003379",3
"FUR-CH-10003379",2
"FUR-CH-10003396",5
"FUR-CH-10003396",4
"FUR-CH-10003396",3
"FUR-CH-10003396",3
"FUR-CH-10003396",3
"FUR-CH-10003396",3
"FUR-CH-10003396",3
"FUR-CH-10003396",2
"FUR-CH-10003396",2
"FUR-CH-10003396",1
"FUR-CH-10003535",7
"FUR-CH-10003535",5
"FUR-CH-10003535",3
"FUR-CH-10003535",3
"FUR-CH-10003535",3
"FUR-CH-10003535",3
"FUR-CH-10003535",2
"FUR-CH-10003535",2
"FUR-CH-10003606",4
"FUR-CH-10003606",1
"FUR-CH-10003606",1
"FUR-CH-10003746",6
"FUR-CH-10003746",3
"FUR-CH-10003746",3
"FUR-CH-10003746",3
"FUR-CH-10003746",2
"FUR-CH-10003746",2
"FUR-CH-10003746",2
"FUR-CH-10003761",6
"FUR-CH-10003761",2
"FUR-CH-10003774",7
"FUR-CH-10003774",6
"FUR-CH-10003774",6
"FUR-CH-10003774",6
"FUR-CH-10003774",5
"FUR-CH-10003774",5
"FUR-CH-10003774",5
"FUR-CH-10003774",4
"FUR-CH-10003774",3
"FUR-CH-10003774",3
"FUR-CH-10003774",3
"FUR-CH-10003774",3
"FUR-CH-10003774",2
"FUR-CH-10003774",1
"FUR-CH-10003817",9
"FUR-CH-10003817",7
"FUR-CH-10003817",6
"FUR-CH-10003817",6
"FUR-CH-10003817",4
"FUR-CH-10003817",3
"FUR-CH-10003817",3
"FUR-CH-10003817",2
"FUR-CH-10003817",2
"FUR-CH-10003817",1
"FUR-CH-10003833",8
"FUR-CH-10003833",8
"FUR-CH-10003833",5
"FUR-CH-10003833",4
"FUR-CH-10003833",4
"FUR-CH-10003833",3
"FUR-CH-10003833",3
"FUR-CH-10003833",2
"FUR-CH-10003833",2
"FUR-CH-10003846",5
"FUR-CH-10003846",3
"FUR-CH-10003846",3
"FUR-CH-10003846",2
"FUR-CH-10003956",8
"FUR-CH-10003956",5
"FUR-CH-10003956",2
"FUR-CH-10003956",1
"FUR-CH-10003968",6
"FUR-CH-10003968",5
"FUR-CH-10003968",3
"FUR-CH-10003968",3
"FUR-CH-10003968",3
"FUR-CH-10003968",2
"FUR-CH-10003973",9
"FUR-CH-10003973",5
"FUR-CH-10003973",5
"FUR-CH-10003973",3
"FUR-CH-10003973",3
"FUR-CH-10003973",2
"FUR-CH-10003973",2
"FUR-CH-10003973",2
"FUR-CH-10003981",6
"FUR-CH-10003981",5
"FUR-CH-10003981",5
"FUR-CH-10003981",3
"FUR-CH-10003981",2
"FUR-CH-10003981",2
"FUR-CH-10003981",1
"FUR-CH-10004063",9
"FUR-CH-10004063",7
"FUR-CH-10004063",4
"FUR-CH-10004063",4
"FUR-CH-10004063",3
"FUR-CH-10004063",3
"FUR-CH-10004063",3
"FUR-CH-10004063",2
"FUR-CH-10004086",11
"FUR-CH-10004086",5
"FUR-CH-10004086",5
"FUR-CH-10004086",4
"FUR-CH-10004086",3
"FUR-CH-10004086",2
"FUR-CH-10004086",2
"FUR-CH-10004086",2
"FUR-CH-10004218",9
"FUR-CH-10004218",6
"FUR-CH-10004218",5
"FUR-CH-10004218",4
"FUR-CH-10004218",3
"FUR-CH-10004218",3
"FUR-CH-10004218",2
"FUR-CH-10004218",2
"FUR-CH-10004218",1
"FUR-CH-10004287",9
"FUR-CH-10004287",6
"FUR-CH-10004287",6
"FUR-CH-10004287",5
"FUR-CH-10004287",5
"FUR-CH-10004287",4
"FUR-CH-10004287",4
"FUR-CH-10004287",3
"FUR-CH-10004287",3
"FUR-CH-10004287",3
"FUR-CH-10004287",2
"FUR-CH-10004287",2
"FUR-CH-10004287",1
"FUR-CH-10004289",8
"FUR-CH-10004289",7
"FUR-CH-10004289",5
"FUR-CH-10004289",4
"FUR-CH-10004289",2
"FUR-CH-10004289",2
"FUR-CH-10004289",2
"FUR-CH-10004477",14
"FUR-CH-10004477",9
"FUR-CH-10004477",8
"FUR-CH-10004477",3
"FUR-CH-10004477",3
"FUR-CH-10004477",2
"FUR-CH-10004477",2
"FUR-CH-10004477",2
"FUR-CH-10004477",1
"FUR-CH-10004495",7
"FUR-CH-10004495",6
"FUR-CH-10004495",4
"FUR-CH-10004495",3
"FUR-CH-10004495",2
"FUR-CH-10004495",2
"FUR-CH-10004495",1
"FUR-CH-10004495",1
"FUR-CH-10004540",10
"FUR-CH-10004540",7
"FUR-CH-10004540",7
"FUR-CH-10004540",4
"FUR-CH-10004540",2
"FUR-CH-10004540",2
"FUR-CH-10004626",6
"FUR-CH-10004626",4
"FUR-CH-10004626",3
"FUR-CH-10004626",3
"FUR-CH-10004626",3
"FUR-CH-10004626",1
"FUR-CH-10004675",7
"FUR-CH-10004675",5
"FUR-CH-10004675",4
"FUR-CH-10004675",4
"FUR-CH-10004675",3
"FUR-CH-10004675",2
"FUR-CH-10004675",2
"FUR-CH-10004698",7
"FUR-CH-10004698",6
"FUR-CH-10004698",6
"FUR-CH-10004698",3
"FUR-CH-10004698",3
"FUR-CH-10004698",2
"FUR-CH-10004698",2
"FUR-CH-10004698",1
"FUR-CH-10004754",8
"FUR-CH-10004754",7
"FUR-CH-10004754",5
"FUR-CH-10004754",5
"FUR-CH-10004754",3
"FUR-CH-10004754",2
"FUR-CH-10004754",1
"FUR-CH-10004853",8
"FUR-CH-10004853",7
"FUR-CH-10004853",4
"FUR-CH-10004853",2
"FUR-CH-10004853",1
"FUR-CH-10004853",1
"FUR-CH-10004860",6
"FUR-CH-10004860",3
"FUR-CH-10004860",3
"FUR-CH-10004860",2
"FUR-CH-10004860",2
"FUR-CH-10004860",2
"FUR-CH-10004860",2
"FUR-CH-10004860",1
"FUR-CH-10004875",7
"FUR-CH-10004875",4
"FUR-CH-10004875",3
"FUR-CH-10004875",2
"FUR-CH-10004875",2
"FUR-CH-10004875",2
"FUR-CH-10004875",2
"FUR-CH-10004875",2
"FUR-CH-10004886",7
"FUR-CH-10004886",5
"FUR-CH-10004886",3
"FUR-CH-10004886",3
"FUR-CH-10004886",3
"FUR-CH-10004886",3
"FUR-CH-10004983",10
"FUR-CH-10004983",9
"FUR-CH-10004983",5
"FUR-CH-10004983",4
"FUR-CH-10004983",3
"FUR-CH-10004997",9
"FUR-CH-10004997",5
"FUR-CH-10004997",5
"FUR-CH-10004997",4
"FUR-CH-10004997",4
"FUR-CH-10004997",4
"FUR-CH-10004997",3
"FUR-CH-10004997",3
"FUR-CH-10004997",3
"FUR-CH-10004997",3
"FUR-FU-10000010",8
"FUR-FU-10000010",7
"FUR-FU-10000010",5
"FUR-FU-10000010",3
"FUR-FU-10000010",3
"FUR-FU-10000010",3
"FUR-FU-10000010",2
"FUR-FU-10000010",2
"FUR-FU-10000010",2
"FUR-FU-10000010",1
"FUR-FU-10000023",12
"FUR-FU-10000023",8
"FUR-FU-10000023",8
"FUR-FU-10000023",5
"FUR-FU-10000023",3
"FUR-FU-10000023",3
"FUR-FU-10000023",3
"FUR-FU-10000023",2
"FUR-FU-10000023",1
"FUR-FU-10000073",9
"FUR-FU-10000073",4
"FUR-FU-10000073",4
"FUR-FU-10000076",10
"FUR-FU-10000076",7
"FUR-FU-10000076",4
"FUR-FU-10000076",3
"FUR-FU-10000076",2
"FUR-FU-10000076",1
"FUR-FU-10000087",4
"FUR-FU-10000087",4
"FUR-FU-10000087",3
"FUR-FU-10000087",3
"FUR-FU-10000087",1
"FUR-FU-10000087",1
"FUR-FU-10000175",6
"FUR-FU-10000175",4
"FUR-FU-10000175",4
"FUR-FU-10000175",2
"FUR-FU-10000193",5
"FUR-FU-10000193",4
"FUR-FU-10000193",4
"FUR-FU-10000193",3
"FUR-FU-10000193",3
"FUR-FU-10000193",1
"FUR-FU-10000206",8
"FUR-FU-10000206",3
"FUR-FU-10000206",2
"FUR-FU-10000206",2
"FUR-FU-10000206",2
"FUR-FU-10000206",2
"FUR-FU-10000206",1
"FUR-FU-10000221",7
"FUR-FU-10000221",5
"FUR-FU-10000221",5
"FUR-FU-10000221",5
"FUR-FU-10000221",4
"FUR-FU-10000221",4
"FUR-FU-10000221",3
"FUR-FU-10000221",3
"FUR-FU-10000221",2
"FUR-FU-10000222",5
"FUR-FU-10000222",5
"FUR-FU-10000222",4
"FUR-FU-10000222",3
"FUR-FU-10000222",2
"FUR-FU-10000246",7
"FUR-FU-10000246",6
"FUR-FU-10000246",5
"FUR-FU-10000246",3
"FUR-FU-10000246",1
"FUR-FU-10000260",9
"FUR-FU-10000260",4
"FUR-FU-10000260",3
"FUR-FU-10000260",3
"FUR-FU-10000277",8
"FUR-FU-10000277",4
"FUR-FU-10000277",2
"FUR-FU-10000277",2
"FUR-FU-10000277",2
"FUR-FU-10000293",5
"FUR-FU-10000293",5
"FUR-FU-10000293",2
"FUR-FU-10000293",2
"FUR-FU-10000305",3
"FUR-FU-10000305",2
"FUR-FU-10000305",2
"FUR-FU-10000308",7
"FUR-FU-10000308",6
"FUR-FU-10000308",3
"FUR-FU-10000308",3
"FUR-FU-10000308",3
"FUR-FU-10000308",2
"FUR-FU-10000308",2
"FUR-FU-10000320",9
"FUR-FU-10000320",6
"FUR-FU-10000320",5
"FUR-FU-10000320",4
"FUR-FU-10000320",3
"FUR-FU-10000320",3
"FUR-FU-10000397",7
"FUR-FU-10000397",4
"FUR-FU-10000397",2
"FUR-FU-10000397",2
"FUR-FU-10000397",2
"FUR-FU-10000409",4
"FUR-FU-10000409",2
"FUR-FU-10000409",1
"FUR-FU-10000448",4
"FUR-FU-10000448",3
"FUR-FU-10000448",2
"FUR-FU-10000448",2
"FUR-FU-10000521",4
"FUR-FU-10000521",4
"FUR-FU-10000521",3
"FUR-FU-10000521",2
"FUR-FU-10000550",5
"FUR-FU-10000550",5
"FUR-FU-10000550",4
"FUR-FU-10000550",2
"FUR-FU-10000550",2
"FUR-FU-10000550",1
"FUR-FU-10000576",6
"FUR-FU-10000576",5
"FUR-FU-10000576",5
"FUR-FU-10000576",5
"FUR-FU-10000576",2
"FUR-FU-10000629",9
"FUR-FU-10000629",7
"FUR-FU-10000629",5
"FUR-FU-10000629",4
"FUR-FU-10000629",3
"FUR-FU-10000629",3
"FUR-FU-10000629",2
"FUR-FU-10000629",1
"FUR-FU-10000672",6
"FUR-FU-10000672",6
"FUR-FU-10000672",4
"FUR-FU-10000672",3
"FUR-FU-10000672",3
"FUR-FU-10000719",7
"FUR-FU-10000719",5
"FUR-FU-10000719",3
"FUR-FU-10000719",2
"FUR-FU-10000723",7
"FUR-FU-10000723",4
"FUR-FU-10000723",4
"FUR-FU-10000723",4
"FUR-FU-10000723",4
"FUR-FU-10000723",3
"FUR-FU-10000723",3
"FUR-FU-10000723",2
"FUR-FU-10000723",2
